Reactor,Day,pH,DO,CO2,Cell_Density,Cell_Viability,Product_Titer
93,6,7.31,34.4,107.7,24.5,93.4,0.4
93,7,6.72,48.4,38.9,19.5,95.2,0.5
93,8,6.86,37.8,68.1,8.4,85.9,0.5
93,9,7.2,44.1,76.1,14,92.6,0.5
93,10,7,44.7,67.1,14.7,82.4,0.6
93,11,7.4,36.3,69.1,8,93.6,0.6
93,12,7.09,41.5,60.9,12.3,98.1,0.6
93,13,7.42,36.8,44.4,22.4,96.6,0.7
93,14,7.17,47.5,69.6,25.6,80.2,0.7
93,15,6.85,49.4,90.5,35,89.5,0.7
93,16,7.04,45.7,56.7,32.5,98.4,0.8
93,17,7.03,38.9,93,22.9,94.8,0.8
93,18,7.41,36,59.8,5.3,85.3,0.9
93,19,7.14,37.7,60.1,10.1,93.1,0.9
93,20,7.12,43.3,39.8,7.4,82.4,0.9
93,21,6.83,43.2,33.8,9,83.9,1
93,22,7.47,35.1,68.3,10.5,83.2,1
93,23,7.42,48.1,78.1,24.9,97.9,1
93,24,7.43,44.7,36.9,15.2,92,1.1
93,25,7.06,30.2,107.5,10.1,83.6,1.1
93,26,7.49,49.8,58,12.3,92.3,1.1
93,27,7.15,49,59.6,16.6,98.8,1.2
93,28,7.38,44.8,34,13,94.3,1.2
93,29,6.73,48.2,37.4,17.2,89.9,1.2
93,30,7.06,38.4,59.7,25.2,80.4,1.3
93,31,7.01,40.2,32.9,14.8,85.2,1.3
93,32,7.13,32.7,92.6,7,94.3,1.3
93,33,6.83,47.2,51.1,27.2,83.5,1.4
93,34,7.13,45.9,97.4,6.5,85.7,1.4
93,35,7.46,30.6,80,5.8,95.1,1.4
93,36,6.85,48.6,44.1,9.9,97.7,1.5
93,37,6.82,35.3,49.7,13.5,83.2,1.5
93,38,7.45,34.9,86.6,19.7,89.1,1.5
93,39,7.32,36.8,43.1,10.8,85.2,1.6
93,40,7.42,45,82.5,23.5,98.1,1.6
93,41,7.16,48,96.1,11.6,96.9,1.7
93,42,6.96,33.9,76.6,22.9,81.6,1.7
93,43,7.05,41.5,71.9,13.5,98.8,1.7
93,44,7.11,45,93.3,34,94.7,1.8
93,45,7.16,41.5,72.1,31.8,91.2,1.8
93,46,7.11,32.9,93.6,10.1,84.2,1.8
93,47,6.71,37.9,42.9,17.6,87,1.9
93,48,7.04,40.8,87.9,18.5,89.3,1.9
93,49,7.09,39.7,105.6,18.5,92.3,1.9
93,50,6.77,45.3,49.3,32.6,92,2
94,0,7.45,33.3,34.9,34,83.1,0.2
94,1,6.73,45.2,87.1,23.9,84.8,0.2
94,2,7.28,36.3,34.8,11.3,90.9,0.3
94,3,7.45,32.3,70.3,18,98.7,0.3
94,4,6.91,45.2,35.4,5.9,96.8,0.4
94,5,7.07,38.4,55.6,27.6,93.8,0.4
94,6,7.33,30.4,108.8,6.8,95.5,0.4
94,7,6.89,45.1,32.3,14.4,83.1,0.5
94,8,6.87,33.5,77.7,32.1,94.1,0.5
94,9,6.82,30.1,59.8,24.5,95.5,0.5
94,10,7.44,43.1,80.8,24.4,81.3,0.6
94,11,7.05,41.3,58.8,34.5,84.3,0.6
94,12,6.97,41.4,102.1,19.5,87.1,0.6
94,13,7.35,45.9,34.1,6.1,80.1,0.7
94,14,7.17,49.5,108.4,23.3,83.4,0.7
94,15,7.39,35.2,74,24.6,93.4,0.7
94,16,7,42.4,41.3,26.1,88.4,0.8
94,17,7.12,42,83.1,19.2,83.7,0.8
94,18,7.07,39.4,36,9.7,80.5,0.9
94,19,6.95,49.2,102.7,21.5,86.9,0.9
94,20,6.79,41.6,47.8,17.4,82.9,0.9
94,21,7.09,47,70.7,33.1,92.6,1
94,22,7.47,43.7,40.9,29,89.8,1
94,23,7.05,38.4,54.2,27.9,96.8,1
94,24,7.49,31.6,55.6,15.8,89.3,1.1
94,25,7.5,38.4,46.8,6,98.6,1.1
94,26,7.47,38.9,42.6,11,93.3,1.1
94,27,6.9,31.1,60.4,20.2,98.3,1.2
94,28,6.98,38,89.6,12.8,98.6,1.2
94,29,6.84,39.2,106.2,22.8,82.1,1.2
94,30,7.11,37.2,54.3,28.1,88,1.3
94,31,6.89,36.6,39.3,34.9,82.4,1.3
94,32,7.34,33.5,44.3,28.3,93,1.3
94,33,6.97,49.8,67.3,9,95.4,1.4
94,34,7.04,41.7,101.9,25.5,88.7,1.4
94,35,7.23,42.7,76.8,6.1,95.2,1.4
94,36,7,41.6,89.1,25.2,91.1,1.5
94,37,7.41,38.4,109.6,33.3,82.9,1.5
94,38,7.47,44.1,103,28.6,80.2,1.5
94,39,7.15,39.2,51.3,9.2,96.4,1.6
94,40,7.38,40,109.2,22.1,86,1.6
94,41,7.28,43.1,81.8,34,88.5,1.7
94,42,6.88,32.8,107.2,5.6,89.4,1.7
94,43,6.98,42.9,86.9,21,96.9,1.7
94,44,7.47,34.7,75.8,9.5,92.2,1.8
94,45,7.34,40.6,57.4,8.9,90.3,1.8
94,46,7.39,44.7,43.6,29.4,94.7,1.8
94,47,6.94,42.9,46.4,24.4,97.5,1.9
94,48,7.21,47,37.1,31.7,95.1,1.9
94,49,6.9,39.5,89.8,25.9,89.9,1.9
94,50,6.87,47.9,73.8,34.8,98.9,2
95,0,7.18,48.5,80,29.3,90.5,0.2
95,1,7.3,47.3,98.1,10,86.6,0.2
95,2,7.1,45.8,45.5,14.2,84.6,0.3
95,3,7,44.7,72,26.1,83.6,0.3
95,4,7.18,39.6,93.2,22.1,89.1,0.4
95,5,7.5,30.7,86.3,8,85,0.4
95,6,7.17,45.3,66.7,23.8,98,0.4
95,7,6.79,31.2,43.6,7.3,83.3,0.5
95,8,7.26,41.9,74.9,9.7,86.6,0.5
95,9,7.33,39.4,103.3,5.9,83.7,0.5
95,10,6.85,34.8,33.2,17.2,94.5,0.6
95,11,7.18,44.8,93.2,13.8,89.4,0.6
95,12,6.98,44.7,105.1,18.5,83.2,0.6
95,13,7.28,49.4,101.8,10.5,84.2,0.7
95,14,7.48,31.6,56,21.3,91.8,0.7
95,15,7.14,43.9,30,21.2,85,0.7
95,16,7.1,38.4,70,29.2,82.8,0.8
95,17,7,43.2,72.7,15.4,93,0.8
95,18,6.88,46.8,80.2,14.1,86.9,0.9
95,19,6.88,32.4,103.2,20,89,0.9
95,20,7.01,31.7,84.3,15.4,88.2,0.9
95,21,7.47,46.4,52.2,8.1,87.9,1
95,22,7.21,44.9,54.8,34.7,84.6,1
95,23,7.21,37.1,107.4,10,92.1,1
95,24,6.76,39.7,62.1,12.7,96.4,1.1
95,25,7.42,43.1,61.2,5.4,92.5,1.1
95,26,7.19,36.7,74.6,23.1,80.4,1.1
95,27,7,32.1,75.3,8.8,91.2,1.2
95,28,7.45,37.3,47.7,8.8,85.8,1.2
95,29,7.39,36.1,105.6,30.8,96.7,1.2
95,30,7.05,37.2,34.9,21.4,95.1,1.3
95,31,7.12,36.2,72.5,18.8,87.1,1.3
95,32,6.97,40.2,40.5,30.3,85.6,1.3
95,33,7.31,48.1,41.9,17.5,85.6,1.4
95,34,7.24,47.5,65.1,9.5,93.2,1.4
95,35,7.19,47.5,96.7,25,96.1,1.4
95,36,7.48,32.2,43.3,28.3,98.1,1.5
95,37,6.73,31.3,96.3,19.2,93.5,1.5
95,38,6.81,46.1,87.7,22.3,88.5,1.5
95,39,7.02,41.6,55.9,26.5,86,1.6
95,40,7.48,47.5,52.8,22.5,95.8,1.6
95,41,7.49,30.9,78.9,15.7,80.9,1.7
95,42,6.91,45.6,76.3,25.5,80.9,1.7
95,43,7.1,37,98.8,30.7,81,1.7
95,44,7,34.6,86.9,31.2,83.7,1.8
95,45,6.79,33.3,74,13.9,92.8,1.8
95,46,7.11,36.9,84.3,19,93.7,1.8
95,47,7.02,49.1,87.5,7.1,81.8,1.9
95,48,7.15,42.7,62.7,7.1,82.7,1.9
95,49,7.3,34.2,108.2,14.8,80.1,1.9
95,50,7.25,39.8,108,8.3,92.5,2
96,0,6.75,37.6,95.4,22.1,92,0.2
96,1,7.3,44.8,38.7,22.9,98.1,0.2
96,2,7.38,37.5,59.7,29.6,87,0.3
96,3,6.88,35,107.7,26,92.6,0.3
96,4,7.31,44.8,45.6,15.2,85.5,0.4
96,5,7.28,39.6,108.6,29.3,83.7,0.4
96,6,6.8,44.7,55.7,30.3,83.4,0.4
96,7,6.77,48.3,93.1,16,92.9,0.5
96,8,7,35.2,52.6,25.2,86.7,0.5
96,9,7.47,42.7,77.1,8.4,81.4,0.5
96,10,7.01,41,41,29.5,81.7,0.6
96,11,6.76,43.9,48.5,6.4,98.1,0.6
96,12,7.1,30.6,99.3,17,90.7,0.6
96,13,7.19,38.9,87.4,31.3,85.2,0.7
96,14,7.33,47.5,79.3,5.2,82.8,0.7
96,15,6.72,46.6,79.9,21.8,90.5,0.7
96,16,7.02,30,34.9,23.2,90.8,0.8
96,17,7.05,41.3,108.1,24.8,85.9,0.8
96,18,7.19,41.4,81.1,22.4,81.5,0.9
96,19,7.22,39.6,38.9,17.3,98.7,0.9
96,20,7.07,38.8,71,19.9,85.9,0.9
96,21,7.09,35.5,91.1,5.4,80.1,1
96,22,7,30.5,39.4,11.9,93.3,1
96,23,7.41,34.6,102,17.2,94.2,1
96,24,7.28,32,84.5,28.8,88.6,1.1
96,25,7.17,48.1,42.3,32.3,88,1.1
96,26,7.35,30.5,62.2,19.7,90.1,1.1
96,27,7.17,45.5,75.2,31.5,94.5,1.2
96,28,7.15,40.2,107.8,17.7,89.8,1.2
96,29,7.1,38.8,41.7,18.3,92.6,1.2
96,30,6.84,36.4,64,21,91.3,1.3
96,31,7.23,32.1,65.8,33.5,87.1,1.3
96,32,7.29,45.2,109.9,22.4,81.3,1.3
96,33,6.81,44.2,72.8,28.7,94.1,1.4
96,34,7.25,37,37.6,26.2,87.9,1.4
96,35,7.16,44,32.9,21.3,95.2,1.4
96,36,6.8,44.9,51.1,34.9,84.6,1.5
96,37,7.06,30.9,57.9,15.5,80.7,1.5
96,38,7.32,44.4,70.4,30.6,96.9,1.5
96,39,7.03,36.6,44.3,13.4,80.9,1.6
96,40,7.06,37.9,80.3,16.8,87.5,1.6
96,41,7.42,31,86.1,27.5,89,1.7
96,42,7.4,30.5,87.3,12.9,80.1,1.7
96,43,6.91,45.8,55.4,18.7,85.4,1.7
96,44,7.07,36.2,76.4,5.6,87.1,1.8
96,45,7.43,42.7,50.4,8.8,98.3,1.8
96,46,7.13,32.2,86.4,29.8,89.2,1.8
96,47,7.1,41.6,30.8,14.1,83.7,1.9
96,48,6.72,49,40.7,21,90.9,1.9
96,49,6.97,36.3,90.9,18.3,97.5,1.9
96,50,7.02,44.7,104.9,11.3,81.9,2
97,0,7.1,33.3,69.8,14.6,90.6,0.2
97,1,6.88,39.9,39.5,27.6,87.2,0.2
97,2,7.13,37,52.6,21.4,87.7,0.3
97,3,7.44,31.1,102.9,34.9,93.6,0.3
97,4,7.46,46.6,40.3,33.7,85.9,0.4
97,5,6.79,41.1,43,14.7,92.2,0.4
97,6,7.19,49.2,61.6,16.5,84.1,0.4
97,7,7.08,36.9,109.4,27.8,87.6,0.5
97,8,6.82,38.7,51.2,34.3,97.8,0.5
97,9,6.95,42.5,69.5,7.8,81.8,0.5
97,10,7.46,40,66.1,18.7,96.9,0.6
97,11,7.09,48.1,59.7,21,82.8,0.6
97,12,7.29,44.7,36,16.7,85.1,0.6
97,13,7.23,39.7,98.9,11.3,84.7,0.7
97,14,6.74,32.1,106.3,8.5,98.7,0.7
97,15,7.31,32.4,82.9,25.3,82.4,0.7
97,16,6.86,32.3,85.7,34.9,80.5,0.8
97,17,6.73,35.4,67.9,14.3,88.1,0.8
97,18,7.45,36.4,105.4,14.1,96.8,0.9
97,19,6.91,37.1,43.6,6.4,85.9,0.9
97,20,7.18,32.6,104.1,8.1,91.2,0.9
97,21,7.29,35.2,39.9,23.9,81.5,1
97,22,7.46,38.4,60.6,29.4,88.9,1
97,23,7.34,39.6,107.3,27.6,98.1,1
97,24,7.37,34.6,107,10.4,85.9,1.1
97,25,7.49,30.2,46.6,12.8,88.8,1.1
97,26,7.36,38.2,70.2,6.5,83.6,1.1
97,27,7.24,45.9,94.3,16.7,84.3,1.2
97,28,7.12,39.3,36.2,27.1,84.8,1.2
97,29,6.94,42.5,40.6,33.4,94.9,1.2
97,30,6.76,31.8,57.1,11.9,94.8,1.3
97,31,7.3,39.9,106.9,11.9,90.1,1.3
97,32,7.18,38.9,38.7,15.8,88.5,1.3
97,33,7.07,41.2,66.5,23.5,85.4,1.4
97,34,6.92,38.6,101.2,15.8,81.5,1.4
97,35,6.98,38.7,39.8,15.2,89.5,1.4
97,36,6.87,32.4,96.2,8.3,96.4,1.5
97,37,6.81,30,107.3,32.9,91.5,1.5
97,38,6.96,40.4,57.8,8.6,88.5,1.5
97,39,6.96,33.4,77.4,18.9,94,1.6
97,40,7.16,42,68.7,34.5,87.3,1.6
97,41,7,43.2,68.8,16.8,97.4,1.7
97,42,7,39.2,95.7,26.6,86.4,1.7
97,43,6.83,49.6,102.6,26.9,91.1,1.7
97,44,7.29,43.1,49.3,27.4,97.1,1.8
97,45,7.17,46.5,31.3,15.3,80,1.8
97,46,6.96,33.6,76.1,25,80.4,1.8
97,47,7.39,49.3,68.8,29.3,89.3,1.9
97,48,7.27,43.5,72.7,26.2,88.7,1.9
97,49,6.88,43.9,104.6,19.5,95.1,1.9
97,50,7.12,33.5,93.3,7.8,83.2,2
98,0,7.41,32.9,94.6,5.4,86.7,0.2
98,1,7.25,32.9,85.5,29.9,80.8,0.2
98,2,6.95,34.2,91.8,13.8,86.4,0.3
98,3,6.79,44.2,38.8,17.2,91.7,0.3
98,4,7.19,48.6,109.1,27,92,0.4
98,5,6.73,41.5,49.3,23.8,85.2,0.4
98,6,6.96,33.6,89.4,34.7,84.3,0.4
98,7,7.45,42.1,43.9,29.4,87,0.5
98,8,6.85,37.9,59,25.4,80.2,0.5
98,9,7.06,36.1,60.2,24.8,86.5,0.5
98,10,6.73,37.7,52.6,11,95.3,0.6
98,11,7.19,34.3,47,9.8,86.9,0.6
98,12,7.38,46.5,32.9,24.4,82,0.6
98,13,7.23,34.3,42.2,25.6,98,0.7
98,14,6.81,49.5,98.9,13,80.3,0.7
98,15,7.31,45.7,45.7,12,87.1,0.7
98,16,6.79,35.2,38.8,26.8,85.3,0.8
98,17,6.84,32.2,104.1,18.7,85.9,0.8
98,18,7.09,30.2,107.4,6.2,88.7,0.9
98,19,6.94,43.4,71,13.9,84.5,0.9
98,20,7.49,44.7,57.7,27.4,89,0.9
98,21,7.27,35.6,68.5,33.2,89.5,1
98,22,7.34,44.3,62.1,32.4,91.2,1
98,23,7.22,33,48,30,89.4,1
98,24,7.26,35.7,89.8,5.5,85.5,1.1
98,25,6.79,33.8,31.8,32.5,95.6,1.1
98,26,7.5,42.4,49.9,24.9,89.4,1.1
98,27,6.74,43.6,65.4,16.2,98,1.2
98,28,7.1,38.5,109.5,31.4,93,1.2
98,29,7.42,34.1,53,24.3,81.5,1.2
98,30,6.85,48,86.9,33.4,93.6,1.3
98,31,6.92,33.1,61.6,12.8,97.7,1.3
98,32,6.76,40,104.4,16.3,86.2,1.3
98,33,7.32,44.7,70.3,31.6,94.3,1.4
98,34,7.44,41.9,36.2,7.9,87.3,1.4
98,35,7.22,38.4,30.5,9.6,81.5,1.4
98,36,7.06,38.4,87.4,22.6,85.1,1.5
98,37,6.74,33.2,66.4,5.3,94.7,1.5
98,38,7.2,37.7,109.2,33.5,92.9,1.5
98,39,7.06,37.6,78.9,8.1,91.8,1.6
98,40,6.87,48.7,99,24.6,87.6,1.6
98,41,6.9,40,40,20.1,91.4,1.7
98,42,6.96,47.7,84.1,27.9,83.7,1.7
98,43,7.13,36.5,75,8.5,83.9,1.7
98,44,7.03,45.2,79.4,6.8,93.2,1.8
98,45,6.97,34.7,47.6,20.8,98,1.8
98,46,7.44,38.3,34.1,30.4,91.5,1.8
98,47,6.76,46.6,50.6,19.4,93.9,1.9
98,48,7.01,48.1,107,22.4,88.2,1.9
98,49,7.06,35.5,107.2,33.7,98.3,1.9
98,50,7.18,40.5,49.6,29.5,86.1,2
99,0,6.7,37.9,103.7,12.4,81.5,0.2
99,1,6.99,30.4,73.8,13.4,87.2,0.2
99,2,7.04,37.3,83.2,33,86.7,0.3
99,3,6.7,48.8,83.4,28.1,93,0.3
99,4,6.83,46.1,104,20.4,96.6,0.4
99,5,6.78,48.1,33.8,30.1,89.2,0.4
99,6,7.34,39.2,57.1,18.7,93.8,0.4
99,7,6.8,37.3,42.4,28.6,93.1,0.5
99,8,6.82,30.1,108.9,22.9,81.1,0.5
99,9,7.37,30.4,91.3,32,83.4,0.5
99,10,6.93,39.3,106.8,26.5,97.7,0.6
99,11,7.24,30.3,66.5,21.4,83.5,0.6
99,12,7.32,34.2,99.7,16.4,81.5,0.6
99,13,7.48,31.8,108.1,26.7,89.2,0.7
99,14,7,34.1,47.8,12.1,93,0.7
99,15,6.82,42.7,32,11.3,97.1,0.7
99,16,6.81,30.9,84.2,14,85.6,0.8
99,17,7.28,34.2,80.8,29.9,87.4,0.8
99,18,6.73,38.8,51.1,32,95.6,0.9
99,19,6.72,43,106,19.5,89.2,0.9
99,20,7.23,49.7,100,21.9,91.3,0.9
99,21,7.49,41.1,109.9,21.8,87.3,1
99,22,6.84,34.1,32,19.9,86.5,1
99,23,7.24,45.4,49.2,5.6,93.7,1
99,24,7.49,44.8,96.1,6.5,81,1.1
99,25,6.81,39.4,56.8,18.2,91.7,1.1
99,26,6.78,32.6,32.7,12.9,82.5,1.1
99,27,6.73,44.3,47.8,33.8,84,1.2
99,28,7.42,47.6,100.8,28,83.1,1.2
99,29,7.44,48.1,54.4,18.9,84.2,1.2
99,30,7.34,36.4,107.1,34.9,84.9,1.3
99,31,7.28,49.6,78.2,26.2,84.9,1.3
99,32,6.87,49.2,57,22.4,96,1.3
99,33,6.7,36.2,34.6,34.3,90,1.4
99,34,6.88,41,81.7,5.6,85.4,1.4
99,35,7.11,43.4,109.4,21,82.7,1.4
99,36,7.47,37.3,81.6,27.3,83.7,1.5
99,37,6.95,45.8,33.6,31.6,83.8,1.5
99,38,7.27,40.8,53.8,22.8,80.9,1.5
99,39,7,41.2,104,22.8,89.2,1.6
99,40,7.14,32,75.1,29.6,95.2,1.6
99,41,6.97,41.2,54,34.4,84.7,1.7
99,42,7.22,42.5,52.6,25.2,94.7,1.7
99,43,7.35,47.1,64.4,27,98.6,1.7
99,44,7.12,34,51.1,9.2,92.1,1.8
99,45,7.19,39.5,45.7,19.7,96.3,1.8
99,46,6.78,44.7,63.1,16.6,86.3,1.8
99,47,7.23,32.4,84,23.4,84.9,1.9
99,48,7.33,39.4,53.9,28.5,96.6,1.9
99,49,7.05,38.7,108.3,29.1,82.7,1.9
99,50,6.72,35.9,81.8,11.3,90.6,2
100,0,7.21,30.9,106.9,19.6,89.4,0.2
100,1,6.73,48.3,72.6,22.4,92.4,0.2
100,2,7.42,34,63.9,20.5,83.3,0.3
100,3,6.91,49.6,39.4,22.7,94.1,0.3
100,4,6.9,43.3,92,9.4,87.8,0.4
100,5,7.48,30.2,79.5,27.3,96.7,0.4
100,6,7.35,37.6,79.8,11.2,97.4,0.4
100,7,7.5,46.1,102,11.1,81.6,0.5
100,8,7.03,35.7,45.4,7.3,85.7,0.5
100,9,7.26,38.1,106.1,8.9,94,0.5
100,10,7.04,38.3,64,22.6,82.7,0.6
100,11,6.93,38.9,41.5,31.9,81.3,0.6
100,12,7,44.2,86.8,5.5,85,0.6
100,13,6.97,49.1,34.5,23.9,93,0.7
100,14,6.79,40.3,89.8,12.6,96.7,0.7
100,15,6.78,49.9,77,18.2,96.6,0.7
100,16,7.27,45.8,103.5,18.5,93.5,0.8
100,17,7.32,31.9,31.7,13.8,87.4,0.8
100,18,6.99,49.7,37.1,13.1,92.9,0.9
100,19,6.93,32.2,49.2,9.5,98.5,0.9
100,20,7.3,34.5,72.7,15.9,90.8,0.9
100,21,7.38,49.2,89.7,34.6,97.4,1
100,22,6.75,48,68.8,6.6,93.8,1
100,23,6.84,46.4,104.7,28,98.2,1
100,24,7.16,45.3,37.2,34.7,82.9,1.1
100,25,7.46,35.6,56,13.8,95.3,1.1
100,26,7.37,31.5,94.9,27.2,83.5,1.1
100,27,6.74,47.7,68.6,34.6,88.6,1.2
100,28,6.95,33.2,35,32.8,98.6,1.2
100,29,7.2,32.7,55.5,14.3,87.8,1.2
100,30,7.17,30.4,101.1,11.9,95.2,1.3
100,31,7.23,36,50.8,20.8,91.3,1.3
100,32,7.18,30.3,107.5,29.8,82.1,1.3
100,33,7.07,38.5,88.4,32.3,97.4,1.4
100,34,7.29,49.8,64.9,34.3,82.7,1.4
100,35,6.89,36.3,84.4,21.6,89.6,1.4
100,36,7.07,43,70.3,17.8,81.9,1.5
100,37,6.73,34,68.2,26.8,93.9,1.5
100,38,7.22,45.3,102.7,16.7,88.2,1.5
100,39,7.47,39.5,32.4,28.2,80.5,1.6
100,40,7.28,35.3,52.1,20.7,93.9,1.6
100,41,7.03,47.3,36.6,19.3,90.6,1.7
100,42,7.4,31,44,26,98.5,1.7
100,43,6.9,42.8,35,23.6,94.3,1.7
100,44,6.78,49.7,49,29.1,81.2,1.8
100,45,7.28,44.9,100.4,21.3,80,1.8
100,46,7.47,38.6,62.2,23.6,90.5,1.8
100,47,7.2,40.7,50,7.7,92.2,1.9
100,48,6.89,42.5,44.3,31.9,81.3,1.9
100,49,7.17,39.7,86.3,17.3,91.5,1.9
100,50,6.98,45.1,100.1,28.3,92.9,2
101,0,6.89,32.3,49.1,31.2,98.1,0.2
101,1,7.08,30.1,92.1,32.6,94.2,0.2
101,2,6.79,45.5,33.2,34.3,87.5,0.3
101,3,6.93,31.7,105.4,5.8,81.8,0.3
101,4,6.92,42.9,98.4,29.1,80.6,0.4
101,5,7.49,33.3,59.8,29.4,99,0.4
101,6,7.44,31.3,89.9,17.6,93.2,0.4
101,7,7.14,38.4,93,34.8,88.8,0.5
101,8,7.17,33.6,63.1,21,98.8,0.5
101,9,6.86,40.6,71.7,10.3,93.3,0.5
101,10,7.34,46.9,39.7,20.4,85.3,0.6
101,11,7.06,37.2,42,30.9,97.8,0.6
101,12,7.33,34.9,98.9,19.1,87.5,0.6
101,13,7.31,36.5,43.3,28.7,95.8,0.7
101,14,7.12,33,92,31.9,95.1,0.7
101,15,7.16,44.4,78.6,10.7,88.3,0.7
101,16,7.08,46.3,58.8,27.3,85.8,0.8
101,17,6.9,37.4,61.5,16.6,90.5,0.8
101,18,6.78,30,41.9,15.8,89.6,0.9
101,19,6.88,46.3,57.8,33.3,90.4,0.9
101,20,6.94,40.6,80.3,28.6,92.4,0.9
101,21,6.83,43.1,96.8,13.1,94.5,1
101,22,7.24,31.4,72.4,8,90.1,1
101,23,6.73,33.9,73.4,29.1,85.4,1
101,24,6.71,33.8,38,13.4,85.8,1.1
101,25,6.92,47.7,45.4,34.4,83.7,1.1
101,26,7.1,48.9,47,12.2,86.2,1.1
101,27,7.13,34.3,96,25.2,83,1.2
101,28,6.72,40,57.3,30.2,92.4,1.2
101,29,6.79,30.5,79,34.8,90.3,1.2
101,30,6.9,44,104.5,13.6,98.6,1.3
101,31,6.84,30.9,96.1,16.2,88,1.3
101,32,7.5,48.9,105.8,29.8,92.8,1.3
101,33,7.42,34.1,58.5,11,86.7,1.4
101,34,6.78,35.3,85.9,7.4,90.6,1.4
101,35,7.24,36.8,106.5,30.5,88.7,1.4
101,36,7.47,32,60.2,28.6,80.5,1.5
101,37,7.39,33.2,66,9.5,80.3,1.5
101,38,6.88,44.5,89.9,14.2,98.3,1.5
101,39,7.15,41.2,43.6,32.4,92.6,1.6
101,40,6.94,36.9,69,12.3,91.5,1.6
101,41,7.09,39.7,107,17.6,87.2,1.7
101,42,7.48,35,91.1,17.2,82.2,1.7
101,43,6.82,43.7,82.9,13.6,82.4,1.7
101,44,7.48,45.1,39.4,18.8,90.4,1.8
101,45,6.71,48.6,34.6,11.4,83.8,1.8
101,46,7.06,47.6,101.8,28.3,83.3,1.8
101,47,6.97,49.5,63.6,30.8,96.9,1.9
101,48,6.74,36.2,60.2,30.3,81.4,1.9
101,49,6.72,31.3,60.5,25.9,86.1,1.9
101,50,7.26,41.2,56.8,33.8,90.7,2
102,0,7.42,44.3,47.5,22.5,90.9,0.2
102,1,7.07,43.9,73.8,31.8,85.5,0.2
102,2,6.97,42.7,68.3,30.4,89.1,0.3
102,3,6.91,36.6,51.9,7.1,86.9,0.3
102,4,7.03,42.4,96,22.1,93.9,0.4
102,5,7.25,43.5,35.4,10.3,80.8,0.4
102,6,6.88,49.8,49.7,16.9,88.8,0.4
102,7,7.41,37.3,82.1,25.9,89.4,0.5
102,8,7.08,37.2,49.9,5.3,86.9,0.5
102,9,6.79,31.1,36.4,28.7,95,0.5
102,10,7.38,35.6,78,20.6,96.9,0.6
102,11,7.48,32.6,77.3,21.8,93.5,0.6
102,12,6.87,33,78.9,9.5,84.2,0.6
102,13,7.36,48,45.8,20.9,81,0.7
102,14,6.95,47.6,32.5,32.7,92.9,0.7
102,15,7.27,40.7,73.5,21.6,93.4,0.7
102,16,7.02,40.7,54.2,29.6,89.5,0.8
102,17,7.13,41.7,109.8,5,83.2,0.8
102,18,6.9,48.3,86.7,32.5,88.9,0.9
102,19,7.32,39.7,84.6,30.3,86.1,0.9
102,20,6.95,41.8,103.9,8.8,89.5,0.9
102,21,7.4,35.9,83.8,10.7,82.5,1
102,22,6.81,47.1,59.1,6.9,90.3,1
102,23,7.14,42.3,94.9,27.7,84,1
102,24,7.31,34.5,97.5,31.2,81.7,1.1
102,25,7.34,31.8,54.6,25.1,82.3,1.1
102,26,6.93,30.4,90.3,27.2,88.5,1.1
102,27,7.04,41.3,38.4,14.3,89.5,1.2
102,28,7.03,36.9,74.2,25.3,85.7,1.2
102,29,7.49,38.7,62.2,22.7,82,1.2
102,30,6.82,35.6,45.3,22.5,97.6,1.3
102,31,7.21,42.7,31.9,6.6,96,1.3
102,32,6.74,33,89.4,30.3,80.9,1.3
102,33,7.08,39.4,87.2,14.4,96.7,1.4
102,34,7.04,36.7,73.1,12.1,97.3,1.4
102,35,7.35,35.9,73.7,34,95.2,1.4
102,36,6.83,30.8,35.4,32.9,82.2,1.5
102,37,6.92,35.6,99.2,8.8,84.6,1.5
102,38,7.49,32.8,81.3,31.4,84.2,1.5
102,39,7.13,34.8,62.7,9.4,93.5,1.6
102,40,6.97,42.9,80.2,15.9,93.6,1.6
102,41,7.07,37,105.1,5.4,92.9,1.7
102,42,6.91,46.4,69.9,24.9,81.1,1.7
102,43,7.46,44.2,100.7,24.9,85.8,1.7
102,44,6.83,34.3,102.6,7.5,84.2,1.8
102,45,6.84,46.3,46.9,16.9,96.6,1.8
102,46,7.23,46.5,96.9,20.1,83.8,1.8
102,47,7.02,49.5,30.7,31.7,80.1,1.9
102,48,7.18,39.8,78.2,19.8,82.7,1.9
102,49,7.32,43.8,97.5,18.9,91.8,1.9
102,50,7.04,43.7,91.4,31.2,85.9,2
103,0,7.37,46.6,58.1,31.4,92.3,0.2
103,1,7.37,48.2,101,14.7,97.2,0.2
103,2,7.06,44,70.6,25.8,94.3,0.3
103,3,7.09,41.3,46.6,32.1,85.9,0.3
103,4,7.19,31.4,75.5,27.2,98.1,0.4
103,5,7.28,32.1,32.4,5.3,92.1,0.4
103,6,7.15,46.8,101.5,10,85.9,0.4
103,7,6.99,43.1,104.2,23.9,94.3,0.5
103,8,7.17,42.6,54,6.9,90.9,0.5
103,9,7.33,33.3,40.4,19,82.3,0.5
103,10,7.37,40.6,35.5,26,94.2,0.6
103,11,7.1,31.3,48.9,5.1,93.4,0.6
103,12,6.82,42.5,73.9,34.6,92.6,0.6
