Bioreactor,Day,pH,CO2,O2_MFC,Cell_Density,Cell_Viability,Product_Titer
115,39,6.86,72.8,57,22.4,85.3,1.6
115,40,6.74,41.4,57,19.2,97.7,1.6
115,41,6.77,67.6,57,26.8,93.9,1.6
115,42,7.49,30.4,57,15.4,85.5,1.7
115,43,7.18,50.5,57,10.4,96.4,1.7
115,44,7.47,54.9,57,19.3,92.8,1.7
115,45,6.88,51,57,10.7,90.5,1.7
115,46,6.95,103.8,57,22.6,91.7,1.7
115,47,7.37,82.5,57,10.4,83.5,1.7
115,48,7.29,64.7,57,13,83.2,1.8
115,49,7.25,66.2,57,11.3,85.3,1.8
115,50,7.35,33.5,57,11,97.8,1.8
116,0,7.45,36.1,57,31.8,98.3,1.8
116,1,6.81,93.5,57,7.4,96.1,1.8
116,2,7.46,101.8,57,29.8,99,1.9
116,3,7,60,57,27.7,87.6,1.9
116,4,6.91,50.9,57,21.1,81.7,2
116,5,7.11,41.4,57,8,98.7,2
116,6,6.77,106.9,57,13.6,93.7,2
116,7,,,57,,,
116,8,,,57,,,
116,9,,,57,,,
116,10,,,57,,,
116,11,,,57,,,
116,12,,,57,,,
116,13,,,57,,,
116,14,,,57,,,
116,15,6.75,95.4,58,22.1,92,0.2
116,16,7.38,54.2,58,31.4,94.2,0.2
116,17,7.37,94.9,58,26,96,0.2
116,18,6.91,43.6,58,12.1,87.9,0.2
116,19,6.72,49.2,58,19.5,80.4,0.2
116,20,6.73,98.6,58,25.4,93.3,0.3
116,21,6.94,62.1,58,20.6,97.9,0.3
116,22,6.72,65.7,58,9.7,97.5,0.3
116,23,7.06,94.3,58,24.2,97.4,0.3
116,24,6.94,69.6,58,30.9,80.3,0.4
116,25,7.43,48.5,58,32.1,80.3,0.4
116,26,7.27,61.2,58,10.5,98.8,0.4
116,27,7.16,81.8,58,34.5,89.6,0.4
116,28,7.13,76,58,11.5,90.5,0.5
116,29,7.33,80,58,6.7,98.2,0.5
116,30,7.32,48,58,19.9,91.5,0.5
116,31,7.17,37.8,58,24.2,95.5,0.5
116,32,7.39,32.7,58,13.8,88.4,0.5
116,33,7.07,37.6,58,32.6,87.7,0.5
116,34,7.29,31.9,58,6.7,80.8,0.6
116,35,6.92,88.3,58,10.7,92.5,0.6
116,36,6.87,97.6,58,23.3,91.2,0.6
116,37,7.18,61.9,58,20.2,90.2,0.6
116,38,6.98,60.5,58,5.7,81.4,0.6
116,39,6.72,38.3,58,14.9,95.7,0.6
116,40,7.46,36.4,58,9.6,85.4,0.6
116,41,6.9,91.7,58,34.7,86.9,0.6
116,42,7.08,60.3,58,5.4,85.3,0.7
116,43,6.84,78.3,58,26.1,92.7,0.7
116,44,7.43,58.4,58,20.5,98.1,0.7
116,45,6.81,46.8,58,33.4,83.4,0.7
116,46,7.47,80.4,58,20.6,92.1,0.7
116,47,7.06,80.1,58,13.2,86.4,0.7
116,48,7.42,67.2,58,24.5,94,0.7
116,49,7.03,64.3,58,31.3,94.9,0.7
116,50,7.21,84.3,58,19.5,98.5,0.8
117,0,7.46,30.2,58,16.2,92.5,0.8
117,1,6.72,39,58,30.7,84.2,0.8
117,2,6.88,81.2,58,18.4,85.2,0.8
117,3,7.19,56.9,58,12.5,89.6,0.8
117,4,7.21,93.8,58,26.6,86.1,0.9
117,5,7,100.5,58,16.3,81.3,0.9
117,6,7.41,76.6,58,14.6,81.2,0.9
117,7,6.75,66.7,58,7.1,80,0.9
117,8,6.88,83.8,58,28.2,91.5,0.9
117,9,7.36,62.7,58,20.3,80.7,0.9
117,10,7.34,87.6,58,27.5,84.9,1
117,11,7.47,40.9,58,29,89.8,1
117,12,6.84,63.1,58,20.6,81.6,1
117,13,7.34,37.5,58,14.5,96.1,1
117,14,7.47,95.6,58,30.4,96.5,1
117,15,6.71,92.6,58,22.3,94.8,1.1
117,16,6.86,47.6,58,8.8,96.5,1.1
117,17,6.85,34.1,58,34.7,84.5,1.1
117,18,6.73,39.2,58,16.9,96.4,1.1
117,19,6.71,64.9,58,16.2,82.5,1.2
117,20,6.74,65.7,58,17.4,84.3,1.2
117,21,7.42,79.9,58,29.1,90.9,1.2
117,22,6.73,84.4,58,20.7,90.4,1.3
117,23,6.87,98.6,58,17.1,87.1,1.3
117,24,7.19,67.3,58,31.8,92.8,1.3
117,25,7.14,80.3,58,31.8,93.8,1.3
117,26,7.45,69.1,58,6.2,87.6,1.3
117,27,6.8,48.2,58,24.9,92.6,1.3
117,28,6.72,51.8,58,17.1,86.4,1.3
117,29,7.28,64.5,58,15.8,88.8,1.3
117,30,6.97,92.8,58,21,96.2,1.4
117,31,6.86,30.9,58,20.6,98.4,1.4
117,32,7.02,62.4,58,26.1,95.5,1.4
117,33,7.25,62.8,58,24.7,97.7,1.5
117,34,7.19,91.7,58,14.5,87.5,1.5
117,35,7.38,89.5,58,24.9,95.3,1.5
117,36,7.04,41,58,10,84,1.5
117,37,7.32,80.2,58,21.6,96.9,1.5
117,38,7.15,82.4,58,25.9,88.4,1.5
117,39,6.96,103.9,58,17.3,82.2,1.5
117,40,7.16,78.5,58,31,93.7,1.5
117,41,7.11,40.7,58,12.9,96.3,1.5
117,42,6.74,59.6,58,6.3,97.8,1.6
117,43,6.96,54.7,58,11.9,96.6,1.7
117,44,6.87,35.9,58,7.2,83.3,1.7
117,45,6.83,79.5,58,21.9,91.3,1.7
117,46,7.21,61.7,58,30.2,88.8,1.7
117,47,6.74,46.2,58,6.7,89.8,1.7
117,48,7.47,75.8,58,9.5,92.2,1.8
117,49,6.92,75,58,29.5,90.2,1.8
117,50,6.79,97.9,58,17.9,94.3,1.8
118,0,6.77,93.8,58,34,93.1,1.8
118,1,7.21,52.3,58,27.5,87,1.8
118,2,6.79,74,58,13.9,92.8,1.8
118,3,6.79,47.2,58,7.2,82.1,1.9
118,4,7.33,60.8,58,19.8,91.3,1.9
118,5,6.76,79.9,58,11.4,91.4,1.9
118,6,6.81,67.3,58,11.7,89,1.9
118,7,7.43,41.7,58,27.7,98,1.9
118,8,6.86,92.2,58,29.1,89.9,1.9
118,9,7.13,81.7,58,31.2,82,2
118,10,,,58,,,
118,11,7.29,96.3,59,24.2,83.5,0.2
118,12,7.42,48.5,59,28.4,97.1,0.2
118,13,6.71,83.2,59,29.6,89.2,0.2
118,14,7.24,84.9,59,30.8,96.1,0.2
118,15,6.83,41,59,28.6,83.6,0.2
118,16,7.5,105.8,59,31.4,82.3,0.3
118,17,6.77,45.3,59,24.7,88.8,0.3
118,18,7.23,52.1,59,15.9,83.2,0.3
118,19,6.76,35.7,59,18.5,94.7,0.3
118,20,7.42,98.5,59,33.5,88,0.4
118,21,6.86,74,59,7.3,87.8,0.4
118,22,7.4,96.5,59,31,95.1,0.4
118,23,7.05,31.4,59,18.5,98,0.4
118,24,7.33,41.3,59,26.7,91.1,0.4
118,25,6.94,53.5,59,6.9,84.5,0.4
118,26,6.89,94.2,59,5.9,97.9,0.5
118,27,6.82,49.9,59,8.8,93.2,0.5
118,28,7.3,105.5,59,28.2,84.8,0.5
118,29,7.34,86.5,59,31.2,89.9,0.5
118,30,7.48,48,59,25.2,81.3,0.6
118,31,6.84,34.2,59,22.4,87.8,0.6
118,32,6.74,104.3,59,33,97.5,0.6
118,33,6.96,104.5,59,27.8,91.4,0.6
118,34,6.96,31.8,59,32.6,91.8,0.6
118,35,7.27,89,59,32.7,93.7,0.7
118,36,7.27,70.2,59,21.4,93,0.7
118,37,7.41,99.8,59,19.2,81.6,0.7
118,38,6.79,89.8,59,12.6,96.7,0.7
118,39,7.26,39.4,59,5.1,81.7,0.7
118,40,6.94,63.5,59,30,85.2,0.7
118,41,6.85,49.4,59,9.7,84.4,0.7
118,42,7.45,69,59,33.7,98.9,0.8
118,43,7.48,59.3,59,31.7,82.3,0.8
118,44,7.22,95.1,59,31.4,97.5,0.8
118,45,7.36,32.8,59,16.3,80.6,0.8
118,46,7.06,64.6,59,13.9,96.1,0.8
118,47,7.11,44.3,59,33.1,91.9,0.8
118,48,7.35,35.8,59,9.4,86.9,0.9
118,49,7.04,90.8,59,20.7,93.4,0.9
118,50,7.06,99.9,59,13,86.3,0.9
119,0,7.06,61.9,59,5.8,96.7,0.9
119,1,6.93,65.3,59,14.3,84.4,0.9
119,2,7.3,78.7,59,12.8,80.5,0.9
119,3,6.76,88.5,59,32,92.9,0.9
119,4,7.47,52.2,59,8.1,87.9,1
119,5,7.04,34.7,59,31.8,90.5,1
119,6,7.11,60.2,59,30.6,93.5,1
119,7,6.96,50.4,59,16.1,86.8,1
119,8,7.3,72.7,59,15.9,89.5,1.1
119,9,7.08,32.6,59,8.7,88.7,1.1
119,10,7.41,109.1,59,34.5,82.3,1.1
119,11,7.21,93.2,59,7.9,87.8,1.1
119,12,7.3,74.4,59,13.5,80,1.1
119,13,6.73,33.1,59,31.9,90.5,1.2
119,14,7.01,82.5,59,24.2,95.8,1.2
119,15,6.72,84.3,59,25.4,85.7,1.2
119,16,6.72,63.6,59,13.7,88.1,1.2
119,17,7.44,82,59,9.5,91.1,1.2
119,18,7.46,33.3,59,13.7,89.5,1.2
119,19,6.9,62.9,59,33,97.3,1.2
119,20,7.01,99.5,59,22,86.8,1.2
119,21,6.96,76.8,59,16.4,89.2,1.2
119,22,6.92,50.4,59,33.5,80.3,1.2
119,23,7.17,67.6,59,21.6,97.3,1.2
119,24,6.98,57.6,59,28.3,80.4,1.2
119,25,7.19,43,59,28.3,84,1.2
119,26,7.1,50.6,59,12.8,84.6,1.3
119,27,6.89,97,59,19.7,95,1.3
119,28,6.94,31.4,59,16.3,97.8,1.3
119,29,7.48,67.3,59,28.9,82.2,1.3
119,30,6.88,67.1,59,23.2,98.8,1.3
119,31,7.23,89.2,59,17.8,88.5,1.4
119,32,7.26,43.8,59,31,98,1.4
119,33,7.21,44.4,59,30,93.1,1.4
119,34,7.2,53.3,59,12.7,80.4,1.4
119,35,6.97,50.7,59,12.1,91.2,1.4
119,36,7.48,63.6,59,30.8,95.7,1.4
119,37,7.16,32.9,59,21.3,95.2,1.4
119,38,6.98,38.7,59,32.5,92.8,1.5
119,39,7.34,31.8,59,20,88.2,1.6
119,40,7.48,31.5,59,15.5,85.1,1.6
119,41,7.31,106.7,59,22.3,93.9,1.6
119,42,7.14,81.5,59,30.9,94,1.6
119,43,7.06,31,59,35,81.3,1.6
119,44,6.72,102,59,9.5,80.6,1.6
119,45,7.2,93.3,59,16.2,91.9,1.7
119,46,6.82,46.2,59,23.6,81.1,1.7
119,47,7.47,54.1,59,20,95.8,1.7
119,48,7.46,100.7,59,24.9,85.8,1.7
119,49,7.25,76.6,59,16.2,92.6,1.7
119,50,6.77,63,59,34.4,92.6,1.8
120,0,6.79,46.1,59,27,88.2,1.8
120,1,7.02,80.9,59,12.8,98.1,1.8
120,2,7.5,32.2,59,26.8,84.7,1.8
120,3,7.26,64.3,59,25.2,96.6,1.8
120,4,6.84,67.9,59,33.6,93.7,1.8
120,5,7.43,50.4,59,8.8,98.3,1.8
120,6,7.3,102.2,59,8,86.6,1.8
120,7,7.24,98.4,59,31.8,88.9,1.8
120,8,6.73,100.3,59,17.8,80.8,1.8
120,9,7.22,100.1,59,25.1,83.2,1.9
120,10,6.74,32.5,59,26.4,80.4,1.9
120,11,7.41,96.5,59,13.3,87.1,1.9
120,12,7.22,33.2,59,20.4,82.1,1.9
120,13,7.08,84.4,59,27.8,88.9,1.9
120,14,7.18,56.7,59,29.8,93.5,1.9
120,15,7.25,85.1,59,30.2,84.9,1.9
120,16,6.76,109.4,59,25.3,84.6,1.9
120,17,6.75,52.5,59,31.5,96,2
120,18,7.38,102.5,59,23.6,83.5,2
120,19,,,59,,,
120,20,7.1,69.8,60,14.6,90.6,0.2
120,21,6.86,70.6,60,16.4,81.7,0.2
120,22,7.46,37.4,60,31.9,95.4,0.3
120,23,7.06,31.1,60,5.1,94.1,0.3
120,24,6.73,62.5,60,25.6,85.5,0.3
120,25,6.79,53.3,60,28,89.1,0.3
120,26,7.46,53.6,60,33.3,82.3,0.3
120,27,7.13,104.8,60,21.8,89.9,0.3
120,28,6.86,34.9,60,27.2,85.4,0.3
120,29,7.46,43.9,60,13.2,95.6,0.3
120,30,7.39,36.8,60,21.3,82.1,0.3
120,31,6.92,98.4,60,29.1,80.6,0.4
120,32,6.81,98.7,60,5.3,85.2,0.4
120,33,7.41,97.6,60,12.4,95.5,0.4
120,34,7.42,61.6,60,32.7,87.8,0.4
120,35,7.25,35.4,60,10.3,80.8,0.4
120,36,7.18,51.8,60,25.9,98.9,0.4
120,37,7.4,104.6,60,26.2,84.5,0.4
120,38,6.85,106.2,60,25.8,96.9,0.4
120,39,6.71,105.9,60,12,96.9,0.4
120,40,6.74,58,60,15.6,84.4,0.4
120,41,7.48,63,60,27.1,83.2,0.4
120,42,7.07,103.6,60,9.4,86.8,0.4
120,43,6.99,49.8,60,20.3,87.7,0.5
120,44,7.09,74.3,60,17.1,97,0.5
120,45,7.18,54,60,13.1,87.4,0.5
120,46,6.87,67.6,60,7.1,92.3,0.5
120,47,7.04,89.2,60,13.7,87.2,0.5
120,48,6.75,90.7,60,17.5,85.3,0.5
120,49,7.49,92.8,60,10.7,87.7,0.5
120,50,7.44,38.3,60,20,82.2,0.5
121,0,6.98,102.5,60,22,83.2,0.5
121,1,6.87,105.2,60,17.9,83.1,0.6
121,2,7.25,89.2,60,22.8,84.1,0.6
121,3,6.77,79.6,60,21.9,93.8,0.7
121,4,7.04,33.1,60,26.7,81.2,0.7
121,5,7.24,31.5,60,10.4,86.4,0.7
121,6,7.01,93,60,19.5,87.1,0.7
121,7,7.25,57.7,60,34.9,96.1,0.7
121,8,7.48,41.5,60,28.4,80.6,0.7
121,9,6.75,52,60,12,88.9,0.8
121,10,7.44,46.6,60,32.8,88.5,0.8
121,11,6.86,38.6,60,21.5,84.7,0.8
121,12,7.31,105.8,60,14.5,83,0.8
121,13,7.43,84.1,60,13,83.2,0.8
121,14,7.45,93.9,60,10.3,87.7,0.8
121,15,6.95,99,60,18,85.8,0.8
121,16,7.15,48.7,60,24.8,87.4,0.9
121,17,6.83,64.6,60,8.8,96.9,0.9
121,18,7.17,42.2,60,8.2,81.9,0.9
121,19,6.93,50.8,60,10.6,89.2,0.9
121,20,6.74,104.2,60,7,97.9,0.9
121,21,7.36,95.4,60,12.1,91.2,0.9
121,22,6.81,47.1,60,22,85.7,0.9
121,23,7.26,96.2,60,29.2,97.5,0.9
121,24,6.88,78.4,60,32.1,98.5,1
121,25,7.04,99.1,60,21.1,92.3,1
121,26,6.95,40.2,60,32.3,94.4,1
121,27,6.73,94.8,60,15,95.7,1.1
121,28,6.74,43.8,60,33.6,90.7,1.1
121,29,6.98,69.6,60,11,90.8,1.1
121,30,6.86,60.4,60,16.6,84.3,1.1
121,31,6.72,55.5,60,29.2,89.8,1.1
121,32,7.05,103.5,60,34.9,86.3,1.1
121,33,7.22,32.9,60,11.2,80.7,1.2
121,34,7.16,92.6,60,10.1,89.1,1.2
121,35,6.72,57.3,60,30.2,92.4,1.2
121,36,6.99,104.4,60,5.5,82.2,1.2
121,37,7.07,64.8,60,12,92.1,1.2
121,38,7.24,89.2,60,17.8,85.9,1.3
121,39,6.87,40.1,60,16.9,97.4,1.3
121,40,6.77,35.4,60,17.5,87.2,1.3
121,41,7.34,62.9,60,27.5,96.4,1.3
121,42,6.71,109.7,60,28.8,93.7,1.3
121,43,6.7,46,60,23.1,91.2,1.4
121,44,7.38,62.5,60,24.6,93.1,1.4
121,45,7.07,76.7,60,13,86,1.4
121,46,6.73,39.5,60,11,83.2,1.4
121,47,7.14,64.9,60,18.7,95.7,1.4
121,48,6.75,36.9,60,5,90.7,1.4
121,49,7.04,67,60,22.1,84.6,1.4
121,50,7.13,77.6,60,31.4,89.6,1.5
122,0,6.98,107.7,60,22.9,93.2,1.5
122,1,7.2,109.2,60,33.5,92.9,1.5
122,2,7.27,31,60,12.8,80.6,1.5
122,3,7.22,89.8,60,12.3,98.7,1.6
122,4,7.33,106.4,60,21.3,84,1.6
122,5,7.23,63.6,60,26.6,92.8,1.6
122,6,7.49,65.9,60,17.7,88.9,1.6
122,7,7.02,36.6,60,32.7,94.6,1.6
122,8,7.33,70.4,60,30.7,85.7,1.6
122,9,7.5,83,60,8.2,91.7,1.6
122,10,6.77,97,60,25.3,89.2,1.6
122,11,6.75,38.6,60,22.8,84.6,1.6
122,12,7.27,74.6,60,10.1,90.4,1.7
122,13,7.5,57.2,60,15.3,95.4,1.7
122,14,6.73,35.7,60,21,96.6,1.7
122,15,7.31,38.2,60,24.8,96.7,1.7
122,16,7.15,101.5,60,13.1,98.1,1.7
122,17,7.24,105.4,60,24,93.2,1.8
122,18,7.48,78.9,60,7,96.1,1.8
122,19,6.77,80.5,60,29.7,91.8,1.8
122,20,7.41,78.5,60,8.3,88.4,1.9
122,21,6.82,76.7,60,33.9,97.4,1.9
122,22,6.91,103.3,60,23.1,89.7,1.9
122,23,7.4,47.6,60,33.5,88.6,1.9
122,24,7.34,56.2,60,15.7,94.2,1.9
122,25,7.37,54.4,60,20.9,82.9,1.9
122,26,6.75,57,60,11.5,90.6,1.9
122,27,7.42,89.1,60,27.1,86.1,1.9
122,28,6.76,49.4,60,30.9,83.7,2
122,29,7.15,90.4,60,7.4,90.7,2
122,30,,,60,,,
122,31,,,60,,,
122,32,,,60,,,
122,33,7.15,65.1,61,16.6,93.7,0.2
122,34,7.34,71,61,22,93.3,0.2
122,35,7.15,93.5,61,31.3,89.8,0.2
122,36,7.24,92.1,61,6.2,81.7,0.2
122,37,7.13,82.4,61,15.2,89.2,0.2
122,38,7.18,89.4,61,14.1,86,0.2
122,39,7.16,63.4,61,8.8,85.9,0.3
122,40,6.99,35.4,61,29.9,83.9,0.3
122,41,7.31,37.1,61,30.1,82.6,0.3
122,42,7.36,65.4,61,16.4,96.8,0.3
122,43,7.13,41.4,61,20.5,86.7,0.3
122,44,7.34,99.9,61,20.2,89.1,0.3
122,45,6.97,54.4,61,13.4,94.5,0.3
122,46,7.5,83.4,61,27.3,91.7,0.3
122,47,6.79,33.5,61,21.5,89.6,0.3
122,48,6.71,105.1,61,18.9,94.8,0.4
122,49,6.71,38.6,61,20.4,88.4,0.4
122,50,7.36,45.7,61,26.3,90.1,0.4
123,0,6.97,84.2,61,22.5,92.8,0.4
123,1,7.01,103.7,61,21.6,94.9,0.4
123,2,7.21,66.4,61,10.6,94.9,0.5
123,3,6.89,52.9,61,31.2,80.7,0.5
123,4,6.99,72.1,61,21.6,88.3,0.5
123,5,7.17,54,61,6.9,90.9,0.5
123,6,7.07,100.6,61,19.9,91.8,0.5
123,7,6.92,101.6,61,28.4,83.3,0.5
123,8,7.18,93.1,61,29.2,96.3,0.5
123,9,6.91,47.8,61,14.9,88.3,0.6
123,10,6.74,106.7,61,29.6,97.4,0.6
123,11,7.4,58.3,61,30.2,89.8,0.6
123,12,6.89,50.3,61,17.5,84,0.6
123,13,7.04,91.3,61,12.6,88.1,0.6
123,14,6.82,73.9,61,34.6,92.6,0.6
123,15,6.97,37.8,61,24.3,87.4,0.6
123,16,6.71,107.2,61,34.3,88.2,0.6
123,17,7.34,81.1,61,10.3,81.2,0.7
123,18,6.88,84.7,61,17.8,85.6,0.7
123,19,6.86,62.4,61,8.6,80.1,0.7
123,20,7.13,91.8,61,7.5,86.9,0.7
123,21,7.16,57.9,61,26.5,90.7,0.7
123,22,6.71,83.7,61,30.8,95.5,0.7
123,23,7.26,72.7,61,28.3,84,0.8
123,24,6.75,51.8,61,25.4,90.5,0.8
123,25,7.22,44.1,61,11.2,87.1,0.8
123,26,6.89,53,61,15.4,89.3,0.8
123,27,7.34,58.5,61,22.7,95.1,0.8
123,28,7.29,39.8,61,33.1,97.7,0.8
123,29,7.37,68.5,61,21.8,94.3,0.9
123,30,7.4,42.2,61,10.1,97.5,0.9
123,31,7.34,92.2,61,29.3,92.5,0.9
123,32,7.13,40.8,61,25.3,84.5,0.9
123,33,6.96,82.3,61,29.9,92,1
123,34,6.73,99.4,61,14.9,98.3,1
123,35,6.76,43.7,61,24.7,83.1,1
123,36,6.9,66.4,61,7.3,90.7,1
123,37,6.88,50.8,61,27.2,96.2,1
123,38,7.39,31.6,61,5.8,92.2,1
123,39,7.09,76.7,61,26.7,97.7,1
123,40,6.83,30.9,61,10.6,81.1,1.1
123,41,6.74,42,61,22.1,80.5,1.1
123,42,6.97,65.2,61,13.2,84.2,1.1
123,43,7.48,71.2,61,12.3,82.7,1.1
123,44,7.42,93.9,61,27.3,81.1,1.2
123,45,6.8,79,61,15.6,96.7,1.2
123,46,7.42,100.8,61,28,83.1,1.2
123,47,6.85,83.8,61,32.3,93.5,1.2
123,48,7.1,53.3,61,5.8,84.2,1.2
123,49,6.86,87.5,61,31.3,81.3,1.2
123,50,7.42,98.8,61,18.2,87.3,1.3
124,0,7.05,49.8,61,27.3,91.2,1.3
124,1,7.39,62,61,8.2,88.4,1.3
124,2,6.92,66.1,61,15.7,93.3,1.3
124,3,7.19,72.1,61,24.7,82.8,1.3
124,4,6.73,107.3,61,15.5,90.1,1.3
124,5,6.74,89.4,61,30.3,80.9,1.3
124,6,7.02,33.7,61,27,93.7,1.4
124,7,7.22,96.4,61,31.6,86.1,1.4
124,8,6.82,102.6,61,12.9,81,1.4
124,9,7.09,53.3,61,9.7,87.8,1.4
124,10,6.73,64.1,61,21.2,81,1.4
124,11,7.04,74,61,29,97.9,1.4
124,12,7.11,109.4,61,21,82.7,1.4
124,13,7.45,33.3,61,18.7,94.8,1.5
124,14,7.13,67.3,61,16.1,81.4,1.5
124,15,7.2,60.9,61,8.8,80.2,1.5
124,16,7.12,73.1,61,12.5,94.6,1.5
124,17,6.73,85.1,61,25.1,97.5,1.6
124,18,7.38,46.7,61,25.9,93.5,1.6
124,19,7.03,67.7,61,22.4,86.8,1.6
124,20,7.35,97.4,61,9.4,87,1.6
124,21,6.75,64.4,61,8.5,83.9,1.6
124,22,7.49,42.5,61,34.4,86.3,1.6
124,23,7.3,37.1,61,16.1,86.8,1.7
124,24,6.81,40,61,25.5,85.5,1.8
124,25,7.34,61.2,61,15.6,88,1.8
124,26,7.08,99.5,61,24,91.9,1.8
124,27,6.9,100.2,61,24.1,88.9,1.8
124,28,7.47,62.2,61,23.6,90.5,1.8
124,29,6.81,66.3,61,11,86.6,1.8
124,30,7.4,48.4,61,20.1,88.6,1.9
124,31,6.97,72.6,61,5.3,92,1.9
124,32,7.37,35.6,61,21.8,92.9,1.9
124,33,7,58,61,20.9,95.5,1.9
124,34,7.18,78.2,61,19.8,82.7,1.9
124,35,7.41,68.1,61,20.9,98.1,1.9
124,36,7.12,32.9,61,15.5,80.5,1.9
124,37,7.3,74.3,61,27.5,85.2,1.9
124,38,6.85,98.6,61,6.6,98.2,2
124,39,7.48,108.7,61,9.5,93.4,2
124,40,7.05,100,61,12.4,82.7,2
124,41,6.81,82.5,61,17,84.6,2
124,42,7.16,99.2,61,28,98.3,2
124,43,,,61,,,
124,44,,,61,,,
124,45,6.73,59.4,62,13.7,88.7,0.2
124,46,7.24,34.8,62,34.6,87.1,0.2
124,47,7.03,61.9,62,6.9,87.7,0.2
124,48,7.39,85.9,62,18.7,88.3,0.3
124,49,6.98,93.1,62,31.2,80.4,0.3
124,50,6.77,93.3,62,6.3,87.5,0.3
125,0,7.37,54.9,62,21,98.6,0.3
125,1,7.12,102.1,62,19.4,87.3,0.3
125,2,6.83,103.5,62,26.7,81.4,0.3
125,3,7.49,77.9,62,20.2,95.8,0.3
125,4,7.39,39.5,62,12.1,83.2,0.4
125,5,7.34,58.1,62,21.2,97.4,0.4
125,6,7.35,79.8,62,11.2,97.4,0.4
125,7,7.09,48.9,62,10.6,87.1,0.5
125,8,7.05,107.6,62,17.1,81.5,0.5
125,9,6.85,30.1,62,26.9,80.5,0.5
125,10,6.72,77.9,62,7.8,94.9,0.5
125,11,7.02,65.9,62,16.3,91,0.5
125,12,7.49,94.2,62,20.2,90.9,0.5
125,13,6.78,103.1,62,19.2,84.3,0.6
125,14,7.02,73.3,62,28.7,93.5,0.6
125,15,6.78,57,62,14,93.8,0.6
125,16,6.79,46.8,62,27.4,94.2,0.7
125,17,7.34,32.4,62,21.2,84.8,0.7
125,18,7.44,97.2,62,6.5,80.6,0.7
125,19,7.28,100,62,23.4,89.3,0.7
125,20,6.81,57.8,62,28.3,82.5,0.7
125,21,6.98,64.5,62,10.2,87.1,0.8
125,22,6.91,42.4,62,28.9,89.2,0.8
125,23,7.1,51,62,15.4,80.2,0.8
125,24,7.13,102.8,62,28.4,83.1,0.8
125,25,7.07,34.2,62,25.3,86.1,0.8
125,26,7.17,54.6,62,25.1,89.7,0.8
125,27,6.73,108.8,62,22.1,96.8,0.8
125,28,6.77,93.1,62,11.3,84.5,0.8
125,29,7.41,70.8,62,13.7,86.9,0.9
125,30,7.14,61.5,62,11.3,92,0.9
125,31,7.43,49.5,62,23.1,91.3,0.9
125,32,7.21,81.2,62,24.6,88.6,0.9
125,33,7.12,80.5,62,9.2,83,0.9
125,34,7.22,64.2,62,8.5,93.3,0.9
125,35,7.32,54.5,62,10.9,95.7,0.9
125,36,7.31,52.3,62,32,95,1
125,37,7.18,59.7,62,7.9,87.5,1
125,38,7.11,99.1,62,13.7,86,1
125,39,7.45,54,62,21.5,83,1
125,40,7.26,89.8,62,5.5,85.5,1.1
125,41,6.81,51.5,62,29.4,96.9,1.1
125,42,7.2,85.5,62,29,91.5,1.1
125,43,7.32,98.4,62,22.2,98.2,1.1
125,44,7.13,94.8,62,22.8,96.7,1.1
125,45,7.45,54.9,62,23.6,90,1.2
125,46,6.92,45.9,62,28.9,89.4,1.2
125,47,6.93,40.5,62,6.6,84.5,1.2
125,48,7.4,68.8,62,5.1,81.4,1.2
125,49,7.13,35.2,62,24.8,88.1,1.3
125,50,7.42,55.7,62,32.2,81.9,1.4
126,0,7.15,89.8,62,25.7,85.5,1.4
126,1,7.17,72.7,62,16.7,88.3,1.4
126,2,7.2,49.4,62,22.9,94.4,1.4
126,3,7.41,108.9,62,18,87.4,1.5
126,4,7.17,107,62,27.8,98.3,1.5
126,5,6.79,106.6,62,17.7,91.8,1.5
126,6,6.79,39.1,62,12.3,98.9,1.5
126,7,7.28,96.7,62,24.1,88.4,1.5
126,8,6.85,68.7,62,20.2,82.1,1.5
126,9,6.94,87.7,62,9.8,85.4,1.5
126,10,7.41,57.2,62,21.6,86.5,1.5
126,11,7.28,100.4,62,15.4,97.8,1.5
126,12,7.31,59.3,62,17.4,84,1.5
126,13,7,32.7,62,24.3,85.3,1.5
126,14,6.98,45.8,62,14.6,90.1,1.6
126,15,6.72,69.3,62,15.5,97.7,1.6
126,16,6.77,32.8,62,26.8,96.9,1.6
126,17,7.5,67.3,62,13.8,86.5,1.6
126,18,7.48,52.8,62,22.5,95.8,1.6
126,19,7.1,105.4,62,17.9,91.5,1.6
126,20,7.37,47.8,62,26.4,80.4,1.6
126,21,6.81,90,62,25.4,80.7,1.7
126,22,7.23,109.3,62,12.7,96.3,1.7
126,23,6.83,76.6,62,18.2,94.3,1.7
126,24,7.24,47.3,62,32.9,87.5,1.7
126,25,7.18,104.7,62,13.3,92.1,1.7
126,26,6.78,34.7,62,24.7,86.8,1.7
126,27,6.72,87.9,62,5.8,91.7,1.8
126,28,6.96,84.2,62,23.6,97.6,1.8
126,29,6.84,59.8,62,10.8,81,1.8
126,30,7.06,101.5,62,22.4,84.7,1.8
126,31,6.76,81.4,62,33.5,92.1,1.8
126,32,7.34,57.4,62,8.9,90.3,1.8
126,33,6.71,39.7,62,28.3,82.3,1.8
126,34,6.95,61.9,62,20,97.3,1.8
126,35,6.97,34.7,62,7.8,92.4,1.8
126,36,6.72,102.1,62,14.2,88.1,1.9
