Bioreactor,Day,pH,CO2,Cell_Density,Cell_Viability,Product_Titer
113,39,7.32,83.7,32.2,92.7,1.2
113,40,7.1,37.3,12.4,83.4,1.2
113,41,7.02,73.8,29.9,91.1,1.2
113,42,7.32,54.3,13.6,84.8,1.2
113,43,7.2,78.9,19.3,88.3,1.2
113,44,7.06,56.5,8.1,81.5,1.2
113,45,6.96,52.4,22.8,97.3,1.2
113,46,7.09,31.6,32.1,81,1.2
113,47,6.8,37.4,29.8,92.4,1.2
113,48,7.21,101.4,9.5,95.5,1.2
113,49,7.49,59.9,18.6,85.3,1.2
113,50,6.94,94.2,9.3,92.2,1.2
114,0,7.05,61.8,15.4,83.9,1.2
114,1,6.92,39,31.2,82.9,1.2
114,2,7.26,43.8,34.2,84.3,1.2
114,3,7.23,77.4,27.3,92.4,1.2
114,4,6.99,102.3,9.3,87.4,1.2
114,5,7.42,79.9,29.1,90.9,1.2
114,6,7.22,47.2,33.4,97.8,1.2
114,7,6.92,50.4,33.5,80.3,1.2
114,8,7.43,54.1,8.2,85.1,1.2
114,9,7.27,109.8,25.9,98.9,1.2
114,10,6.93,32.2,7.9,87.8,1.2
114,11,7.48,64.1,29.3,95.4,1.2
114,12,7.28,60.5,7.9,98.9,1.2
114,13,7.32,34,23.4,97.7,1.2
114,14,6.73,85.8,23.6,88.4,1.2
114,15,6.78,66.5,15.5,85.3,1.2
114,16,6.93,107.2,8.8,85.1,1.2
114,17,7.07,64.6,15.4,97.6,1.2
114,18,7.27,55.5,8.2,97,1.2
114,19,7.2,89.3,14.5,98.1,1.2
114,20,6.76,54.9,6.4,97.9,1.2
114,21,7.27,108.7,26.5,80.3,1.2
114,22,7.47,83.4,16.4,86.4,1.2
114,23,7.04,53.9,32.3,93.3,1.2
114,24,7.41,99.3,11.1,92.3,1.2
114,25,7.36,98.1,23.6,90.6,1.2
114,26,7.18,32.9,30.2,80.7,1.2
114,27,6.71,107.5,14.4,90.7,1.2
114,28,6.95,50.4,9.2,80.1,1.2
114,29,6.97,60.7,28.6,89.5,1.2
114,30,7.05,75,13.5,98.5,1.2
114,31,7.41,47.6,25.9,87.3,1.2
114,32,7.47,43.3,19.6,85.1,1.2
114,33,7.16,78.6,20,93.3,1.2
114,34,7.14,107.9,6.7,93.5,1.2
114,35,6.96,43.6,24.4,86,1.2
114,36,7.02,44,17.5,96.9,1.2
114,37,7.17,55.3,24.2,92.9,1.2
114,38,7.07,64.8,12,92.1,1.2
114,39,7.44,55,22.5,95.9,1.2
114,40,6.7,96.8,19.5,94.3,1.2
114,41,7.31,53.9,18.2,95.8,1.2
114,42,6.93,40.5,6.6,84.5,1.2
114,43,7.31,31.2,19,91,1.2
114,44,6.85,77.5,7.2,88.1,1.2
114,45,7.03,52.7,12.2,93,1.2
114,46,7.01,34.1,19.5,89.3,1.2
114,47,6.97,81.3,21.1,93.7,1.2
114,48,6.98,49.6,34,89.2,1.2
114,49,7.17,67.6,21.6,97.3,1.2
114,50,7.05,46.3,11.2,97.6,1.2
115,0,6.9,85,5.8,94.9,1.2
115,1,7.16,75.7,18.6,88.3,1.2
115,2,7.06,73.5,19.7,85,1.2
115,3,6.99,69.2,32.9,92,1.2
115,4,7.24,99,26.6,90.5,1.2
115,5,7.36,47.7,22.3,97,1.2
115,6,7.22,81.2,34.4,89.4,1.2
115,7,7.08,86,22.4,89.9,1.2
115,8,7.09,33.7,21.3,98.3,1.2
115,9,6.93,78.2,12,81.4,1.2
115,10,7.42,107.2,6.2,86.6,1.2
115,11,7.44,39.9,27.9,97.7,1.2
115,12,7.48,104.2,8.8,93.6,1.2
115,13,7.15,66.9,5.6,88.7,1.2
115,14,7.4,87.6,19.6,90,1.2
115,15,6.95,88.4,33.1,80.8,1.2
115,16,7.23,107.1,34.1,84.1,1.2
115,17,7.03,64,10,86.9,1.2
115,18,7.4,68.8,5.1,81.4,1.2
115,19,7.34,32.9,31.2,92.4,1.2
115,20,7.11,36.8,16.7,80,1.2
115,21,7.35,85.1,19.9,97,1.2
115,22,6.77,104.5,25.2,88.2,1.2
115,23,6.81,90.4,13.2,90.6,1.2
115,24,7.22,74.9,6.3,81.1,1.2
115,25,6.98,57.6,28.3,80.4,1.2
115,26,7.14,45.8,31,98.7,1.2
115,27,7.15,74.9,17.7,80.4,1.2
115,28,6.86,63.6,22.4,94.6,1.2
115,29,7.15,34.4,12.8,80.3,1.2
115,30,7.4,31.8,24.3,91.9,1.2
115,31,6.82,63.7,18,93.9,1.2
115,32,7.26,55.8,18.4,90.6,1.2
115,33,7.01,93.5,30.7,90.7,1.2
115,34,6.88,78.7,18,91.2,1.2
115,35,6.99,67.4,8.1,93.3,1.2
115,36,7.1,85.8,33.3,83.6,1.2
115,37,7.33,41,6.9,95.2,1.2
115,38,7.06,104.6,24.2,95.7,1.2
115,39,7.06,74.5,32.7,89.9,1.2
115,40,7.45,43.7,23.4,89.5,1.2
115,41,7.19,75.1,8.7,81.4,1.2
115,42,7.17,62.3,15.3,95.5,1.2
115,43,7.05,104.3,8.2,94.9,1.2
115,44,6.84,60.8,33.7,84.8,1.2
115,45,6.81,83.6,20.6,95.8,1.2
115,46,7.1,53.3,5.8,84.2,1.2
115,47,7.23,108.1,12.3,85,1.2
115,48,7.07,86.1,18.5,96.4,1.2
115,49,6.72,52.1,22,83.6,1.2
115,50,6.77,64.5,10.9,80.9,1.2
116,0,6.93,37.7,8.7,93.6,1.2
116,1,7.31,102.4,9.4,90.2,1.2
116,2,7.39,103,20,91.2,1.2
116,3,7.21,81.9,21,97.2,1.2
116,4,6.76,92.9,24,88.4,1.2
116,5,7.45,79.8,26.4,83.9,1.2
116,6,6.71,33.7,21,98.8,1.2
116,7,7.3,60.4,27.9,82.5,1.2
116,8,7.01,40,22.9,94.7,1.2
116,9,6.76,47.4,16.3,94.9,1.2
116,10,7.31,96.1,17.6,95.5,1.2
116,11,7.18,105.7,32.4,83,1.2
116,12,7.4,30.3,32.8,85,1.2
116,13,7.44,84.5,12.1,90.5,1.2
116,14,7.06,91.4,33.5,85.5,1.2
116,15,7.01,56,16.6,80.7,1.2
116,16,7.35,100.4,5.8,91.8,1.2
116,17,6.77,85.9,25.9,93,1.2
116,18,7.44,36.7,24.6,97.1,1.2
116,19,6.71,84,10.3,96.1,1.2
116,20,7.37,55.1,22.5,88.5,1.2
116,21,7.32,94.7,25.4,98,1.2
116,22,6.92,90.1,34.5,93.9,1.2
116,23,6.73,109.3,21.1,81.4,1.2
116,24,7.45,95.6,8.7,82.2,1.2
116,25,7.37,82.4,31.4,90.1,1.2
116,26,7.19,43,28.3,84,1.2
116,27,6.73,37.4,17.2,89.9,1.2
116,28,6.84,106.2,22.8,82.1,1.2
116,29,7.39,105.6,30.8,96.7,1.2
116,30,7.1,41.7,18.3,92.6,1.2
116,31,6.94,40.6,33.4,94.9,1.2
116,32,7.42,53,24.3,81.5,1.2
116,33,7.44,54.4,18.9,84.2,1.2
116,34,7.2,55.5,14.3,87.8,1.2
116,35,6.79,79,34.8,90.3,1.2
116,36,7.49,62.2,22.7,82,1.2
116,37,6.86,87.5,31.3,81.3,1.2
116,38,6.87,102.5,31.1,83.8,1.2
116,39,6.71,96.7,14.4,89.7,1.2
116,40,7.29,41.3,34.4,90.9,1.2
116,41,7.22,98.4,9.5,98.8,1.2
116,42,6.99,53.8,24.5,92.1,1.2
116,43,6.78,82.6,12.5,98.9,1.2
116,44,7.01,45.4,31.9,91.5,1.2
116,45,7.05,70.7,12.4,81.5,1.2
116,46,7.02,58.4,15.6,93.4,1.2
116,47,7.38,35.8,11.9,88.9,1.2
116,48,7.05,87.5,20.8,89,1.2
116,49,6.83,97.4,23.7,92.9,1.2
116,50,7.17,36.3,5.2,95.5,1.2
117,0,7.03,88.7,21.3,81.4,1.2
117,1,6.74,53,17.8,82.4,1.2
117,2,7.43,30.1,20.9,90.9,1.2
117,3,7.19,50.3,7.9,85.7,1.2
117,4,7,32.9,34.8,92.7,1.2
117,5,6.84,32.4,7.8,95.6,1.2
117,6,7.46,84.1,8.2,95.9,1.2
117,7,7.43,82.8,33.4,81,1.2
117,8,7.44,84.6,24.8,94.5,1.2
117,9,7.42,49.5,5.7,92.6,1.2
117,10,7.34,84,21.9,97.7,1.2
117,11,6.89,56,17.3,81.4,1.2
117,12,7.1,75.3,31.8,80.2,1.2
117,13,7.16,77.3,14.1,98.5,1.2
117,14,7.34,54.9,34.7,80.7,1.2
117,15,7.32,68.3,25,93.3,1.2
117,16,7.06,86.8,7.7,88.2,1.2
117,17,7.4,52.8,32.8,83.6,1.2
117,18,7.32,103.6,11,98,1.2
117,19,7.19,108.8,23.1,90.1,1.2
117,20,7.15,76.9,18.5,97.6,1.2
117,21,6.89,50.8,19.7,84.6,1.2
117,22,7.31,35.6,12.8,91.3,1.2
117,23,7.18,108.8,7.8,93.6,1.2
117,24,7.01,96.1,20.7,91,1.2
117,25,7.27,107.5,7.6,83.8,1.2
117,26,6.79,98.8,17.1,97.7,1.2
117,27,7.05,104.2,20.5,80.6,1.2
117,28,7.5,34.5,28.2,96.5,1.2
117,29,7.3,32.5,17.1,85.2,1.2
117,30,7.3,78.4,26.1,82.6,1.2
117,31,7.27,63.4,22.1,96.3,1.2
117,32,7.06,93.8,14.5,86.7,1.2
117,33,6.92,33.9,18,89.1,1.2
117,34,7.37,62,23.1,96.6,1.2
117,35,7.47,85.6,20.5,86.7,1.3
117,36,7.47,46.1,34.2,97.3,1.3
117,37,6.73,77.8,24.6,94.4,1.3
117,38,7.24,89.2,17.8,85.9,1.3
117,39,7.12,66.7,33.9,86.5,1.3
117,40,7.23,30.6,13.4,98.4,1.3
117,41,7.48,107.7,6.2,82.8,1.3
117,42,6.87,92,20.9,98.8,1.3
117,43,6.9,109.2,20.3,88.3,1.3
117,44,7.05,53.5,25.4,94.8,1.3
117,45,7.13,43.4,28.8,97.1,1.3
117,46,7.25,98.1,24.4,96,1.3
117,47,7.07,32.5,9.9,94.3,1.3
117,48,7.42,33.7,6.9,86.9,1.3
117,49,7.18,91.4,19.9,96.5,1.3
117,50,7.23,72,22.1,87.8,1.3
118,0,7.2,78.4,5.5,90,1.3
118,1,7.35,71.4,7.3,91.8,1.3
118,2,7.24,109.3,24.6,82.7,1.3
118,3,7.2,58,11,97.6,1.3
118,4,6.78,60.4,26.4,93.4,1.3
118,5,7.02,53.4,16,83.7,1.3
118,6,7.05,74.4,32.2,94.7,1.3
118,7,7.18,60.3,17.1,98.8,1.3
118,8,7.15,46.7,11.4,85.7,1.3
118,9,7.39,94.2,31.2,82.4,1.3
118,10,6.93,109,27.3,87,1.3
118,11,7.26,37.4,28.3,86.1,1.3
118,12,7.29,96.8,15.5,80.1,1.3
118,13,7.2,66.1,26.3,83.4,1.3
118,14,7.13,65.2,9.7,85.3,1.3
118,15,7.4,62.5,16.9,88.9,1.3
118,16,6.81,76.4,16.5,87,1.3
118,17,7.02,63,7.4,91,1.3
118,18,7.35,35.9,24,98.2,1.3
118,19,7.05,109.7,8.3,98.6,1.3
118,20,7.39,76.9,24.7,81.4,1.3
118,21,7.15,84.4,21.8,86.6,1.3
118,22,7.43,64.1,20,92.8,1.3
118,23,6.87,44.2,33.4,92.4,1.3
118,24,7.29,99.3,21.1,98.8,1.3
118,25,7.23,55.6,27.5,81.5,1.3
118,26,7.29,31.7,17.6,85.2,1.3
118,27,7.05,105.6,23.7,95.6,1.3
118,28,7.04,38.8,32.7,96.1,1.3
118,29,7.1,50.6,12.8,84.6,1.3
118,30,7.22,63.8,10.9,84.4,1.3
118,31,7.27,38.3,5.3,85.8,1.3
118,32,7.1,51,18.7,94.7,1.3
118,33,7.49,79.6,11.1,98.9,1.3
118,34,7.12,84.4,33.7,96.7,1.3
118,35,6.89,99.9,6.9,94.5,1.3
118,36,6.95,105.9,15.2,96.1,1.3
118,37,7.29,35.8,22.1,87.5,1.3
118,38,7.1,88.6,5.2,86.3,1.3
118,39,6.89,97,19.7,95,1.3
118,40,7.36,69.3,20.2,82.8,1.3
118,41,7.28,84.3,7.9,92.6,1.3
118,42,6.75,76.4,13.6,91,1.3
118,43,6.73,94.5,24,91.9,1.3
118,44,6.87,86.1,14.8,89.8,1.3
118,45,7.32,79.9,11.4,92,1.3
118,46,7.11,34.6,32.9,81.8,1.3
118,47,7.48,50.6,15.9,98.4,1.3
118,48,7.02,58.9,29.3,92.9,1.3
118,49,7.13,31.8,20.9,96.8,1.3
118,50,6.88,92.8,10.8,84.5,1.3
119,0,6.85,91.6,30.2,82.5,1.3
119,1,7.07,109.7,14.6,88.4,1.3
119,2,6.77,93.7,9.7,95.9,1.3
119,3,6.92,69.2,19.9,80.9,1.3
119,4,6.74,77.7,22.2,95.5,1.3
119,5,6.74,39.1,18.2,82.9,1.3
119,6,7.08,51.4,11.6,92.3,1.3
119,7,7.21,95.9,17.7,91,1.3
119,8,6.84,108.5,16.4,82.2,1.3
119,9,6.88,62.4,5.3,87.5,1.3
119,10,7.2,58,23.6,93,1.3
119,11,7.13,75.9,21.6,95,1.3
119,12,7.28,69.4,26.3,89.2,1.3
119,13,7.22,54.8,26.1,80.9,1.3
119,14,7.42,98.8,18.2,87.3,1.3
119,15,7.03,87.5,30.2,95.5,1.3
119,16,7.12,101.5,33.7,86.6,1.3
119,17,6.85,96.4,12.6,97.1,1.3
119,18,6.71,88.3,18,83.9,1.3
119,19,7.23,40.4,23.8,95.7,1.3
119,20,6.9,45.6,11.2,91.2,1.3
119,21,7.07,40.4,22.7,95.9,1.3
119,22,7.33,68.1,28.9,86,1.3
119,23,7.5,58.5,29.7,87.2,1.3
119,24,6.78,91.6,23,85,1.3
119,25,7.21,56.7,33.2,96.6,1.3
119,26,7.43,69.7,20.6,86.9,1.3
119,27,6.94,31.4,16.3,97.8,1.3
119,28,7.25,107.8,7.2,84.2,1.3
119,29,7.08,74.9,33,80.8,1.3
119,30,7.23,96.1,29.4,87.6,1.3
119,31,6.9,56,23.8,91.4,1.3
119,32,7.43,90.9,30.8,90.5,1.3
119,33,6.94,46.5,32.4,91.3,1.3
119,34,7.26,70.3,31.3,97.8,1.3
119,35,6.99,90.9,25.9,95.1,1.3
119,36,7.24,83.1,18.7,87.4,1.3
119,37,6.85,93.9,21.5,81.9,1.3
119,38,6.73,84.4,20.7,90.4,1.3
119,39,7.33,47.3,24.6,84.8,1.3
119,40,7.26,101.8,34.9,87.7,1.3
119,41,6.75,53.6,27.5,95.5,1.3
119,42,6.81,106.1,10.3,80.9,1.3
119,43,6.85,37,13.3,92.9,1.3
119,44,7.19,41.7,15.9,87.4,1.3
119,45,6.84,31.2,22.7,86.4,1.3
119,46,7.28,43.9,27.7,94.3,1.3
119,47,7.05,49.8,27.3,91.2,1.3
119,48,7.06,63.7,11.1,92.4,1.3
119,49,7.39,97,32.4,80.4,1.3
119,50,7.46,43.3,17.9,90.5,1.3
120,0,6.77,81.2,15.7,88.9,1.3
120,1,7.08,43.7,24.7,94.8,1.3
120,2,7.3,93.5,34.9,80.7,1.3
120,3,7.29,73,26.4,98.7,1.3
120,4,6.91,68,34.6,97.3,1.3
120,5,7.01,80.7,14.4,97.9,1.3
120,6,7.4,108.8,24.7,87.1,1.3
120,7,6.97,80.5,23.5,98.2,1.3
120,8,7.14,93.9,31,84.1,1.3
120,9,7.16,47.6,32.7,90.4,1.3
120,10,6.95,80.8,32.3,89.4,1.3
120,11,7.09,50.4,21.6,81.2,1.3
120,12,7.08,34.9,33.5,89,1.3
120,13,6.79,89.9,18.2,83.6,1.3
120,14,6.73,63.2,23.2,86.7,1.3
120,15,7.34,103.2,27.5,82.1,1.3
120,16,7.42,60.4,8.1,82,1.3
120,17,7.37,96,6.5,81.6,1.3
120,18,7.3,59,33.6,93.7,1.3
120,19,6.81,41.1,7,92.2,1.3
120,20,6.98,91.2,28.4,87.4,1.3
120,21,6.77,83.2,7.2,88.3,1.3
120,22,7.36,105.1,18.6,96.5,1.3
120,23,7.06,59.7,25.2,80.4,1.3
120,24,7.11,54.3,28.1,88,1.3
120,25,7.05,34.9,21.4,95.1,1.3
120,26,6.84,64,21,91.3,1.3
120,27,6.76,57.1,11.9,94.8,1.3
120,28,6.85,86.9,33.4,93.6,1.3
120,29,7.34,107.1,34.9,84.9,1.3
120,30,7.17,101.1,11.9,95.2,1.3
120,31,6.9,104.5,13.6,98.6,1.3
120,32,6.82,45.3,22.5,97.6,1.3
120,33,7.3,68.5,11.1,88.1,1.3
120,34,7.03,98.6,29.8,94.2,1.3
120,35,7.2,66.1,23.4,95.8,1.3
120,36,6.91,90,26.1,86.1,1.3
120,37,6.79,108.5,20.1,84.1,1.3
120,38,7.25,93.7,12.5,96.1,1.3
120,39,7.39,35.5,19.5,88.6,1.3
120,40,7.05,75.1,20.5,91,1.3
120,41,7.25,54,5.3,95.7,1.3
120,42,6.92,97.4,10.4,80.1,1.3
120,43,6.87,98.6,17.1,87.1,1.3
120,44,7.34,45.4,10.6,87,1.3
120,45,6.84,93.5,32.9,84.2,1.3
120,46,7.44,79.3,29.2,94.4,1.3
120,47,7.39,69.2,18.5,94.7,1.3
120,48,7.2,102.8,33,98,1.3
120,49,6.97,51,18.2,88.1,1.3
120,50,7.3,48.5,11.2,87.4,1.3
121,0,6.81,62.9,31.3,90.1,1.3
121,1,7.38,68.1,14.8,97.6,1.3
121,2,7.3,70.8,27.4,88.4,1.3
121,3,7.35,60.2,10,84.7,1.3
121,4,6.8,36.8,12,96.3,1.3
121,5,7.39,84.6,34.8,87.2,1.3
121,6,7.48,67.3,28.9,82.2,1.3
121,7,7.14,32.4,23.4,81.5,1.3
121,8,7.06,83.5,24.7,80.2,1.3
121,9,6.73,31.7,10.6,91.4,1.3
121,10,7.34,44.7,13.8,84.1,1.3
121,11,7.02,78.9,11.6,80.6,1.3
121,12,7.18,54.7,13.2,80.5,1.3
121,13,7.36,76,27.1,98.8,1.3
121,14,7.07,91.3,9.7,96.2,1.3
121,15,7.31,39.8,26,97.6,1.3
121,16,7.36,32.6,30.6,93.3,1.3
121,17,6.96,53.2,9.4,81.1,1.3
121,18,7.44,102.9,17.8,84.1,1.3
121,19,7.1,88.1,24.1,84.6,1.3
121,20,6.75,34.9,12.4,96.7,1.3
121,21,6.92,45.8,30.6,84.3,1.3
121,22,7.24,30.1,11.3,82.9,1.3
121,23,6.96,73.7,19.5,89.8,1.3
121,24,7.09,89,30.6,85.2,1.3
121,25,7.3,96.3,31.2,81.9,1.3
121,26,7.11,95.8,13.8,87.7,1.3
121,27,6.89,75.8,30.1,89,1.3
121,28,6.71,69.3,19.1,84.4,1.3
121,29,7,67.9,20.7,95.2,1.3
121,30,7.29,90.2,24.8,94,1.3
121,31,7.44,99.6,26.1,95.2,1.3
121,32,7.39,62,8.2,88.4,1.3
121,33,7.02,71.1,7.5,88,1.3
121,34,7.23,56.8,24.3,88.7,1.3
121,35,7.32,67.9,22.2,91,1.3
121,36,6.97,55.8,7.8,90.7,1.3
121,37,7.19,67.3,31.8,92.8,1.3
121,38,7.07,92.3,23.1,96.8,1.3
121,39,6.76,101.8,21.6,86.7,1.3
121,40,6.83,102.1,30.1,85.9,1.3
121,41,7.14,70.2,26.4,90.1,1.3
121,42,6.77,94.8,14.9,94.8,1.3
121,43,7.06,79.6,30.9,91.2,1.3
121,44,7.44,64.5,10.6,95.5,1.3
121,45,7.14,80.3,31.8,93.8,1.3
121,46,7.07,99.9,16,86.6,1.3
121,47,6.71,65,34.7,97.1,1.3
121,48,6.87,40.1,16.9,97.4,1.3
121,49,6.76,80.7,28.7,87.4,1.3
121,50,6.77,35.4,17.5,87.2,1.3
122,0,7.06,94.7,14.3,83.5,1.3
122,1,7.39,85.4,34.7,80.5,1.3
122,2,7.1,97.4,18.8,91.5,1.3
122,3,6.96,108.2,10.9,84.5,1.3
122,4,7.2,43.6,10.2,89.1,1.3
122,5,6.81,94.8,22.1,86,1.3
122,6,6.78,38.9,34.8,93.7,1.3
122,7,6.92,66.1,15.7,93.3,1.3
122,8,6.91,71.8,28.5,94.4,1.3
122,9,7.41,92.2,19.3,83,1.3
122,10,7.05,44,34.9,80.2,1.3
122,11,7.19,100.5,27.8,86,1.3
122,12,7.15,65.5,34.1,85.5,1.3
122,13,7.48,103.8,13.7,98,1.3
122,14,6.92,105.6,12.7,98.8,1.3
122,15,7.08,76,17.1,82.6,1.3
122,16,6.75,41.6,16.9,86.6,1.3
122,17,6.74,106.4,26.2,90.3,1.3
122,18,7.22,109,26.4,92.6,1.3
122,19,7,39.4,7.8,93.4,1.3
122,20,7.32,49.4,20.6,82.9,1.3
122,21,7.3,57.7,27.2,86.4,1.3
122,22,7.05,75.4,13.5,92.2,1.3
122,23,7.47,41.7,25.9,87.2,1.3
122,24,7.16,79.2,21.6,85.4,1.3
122,25,7.22,48.1,9.3,97.2,1.3
122,26,7.39,49.8,33.7,91.5,1.3
122,27,6.91,96,23.1,96,1.3
122,28,7.33,79.9,14.4,95.2,1.3
122,29,7.18,92.8,6.6,94.6,1.3
122,30,7.48,79.5,19.9,83.2,1.3
122,31,6.73,61.8,9.8,94.1,1.3
122,32,7.06,45.3,5.1,80.9,1.3
122,33,6.75,36.9,14.2,92.8,1.3
122,34,7.1,37.5,17.6,91.6,1.3
122,35,7.16,70.8,19.7,84.2,1.3
122,36,6.77,63.1,19.2,91.5,1.3
122,37,7.3,68.2,22.1,95.3,1.3
122,38,7.01,109.9,18.8,82.1,1.3
122,39,7.18,108.6,13.8,90.9,1.3
122,40,6.8,46,15.3,81.8,1.3
122,41,6.79,44.4,34.7,87,1.3
122,42,7.33,108,33.8,87.4,1.3
122,43,7.34,62.9,27.5,96.4,1.3
122,44,6.91,87.4,9.1,87.8,1.3
122,45,6.9,33.6,10.8,96.4,1.3
122,46,7.45,37.4,23.3,81.3,1.3
122,47,7.41,53.6,8.3,94.5,1.3
122,48,6.75,87.4,20.8,98,1.3
122,49,7.44,103.7,13.5,97,1.3
122,50,7.4,31.5,14.3,91.6,1.3
123,0,7.05,41.4,34,92.1,1.3
123,1,6.73,103.9,28,84.1,1.3
123,2,7.3,45,23,97.2,1.3
123,3,7.26,64,5.4,89.7,1.3
123,4,7.37,44.2,33,96.2,1.3
123,5,7.18,76.1,33.6,82,1.3
123,6,6.81,98.5,33.7,83.8,1.3
123,7,7.46,46.1,19.8,89.2,1.3
123,8,6.99,33.9,14.2,85,1.3
123,9,7.15,35.6,27.3,95.6,1.3
123,10,6.9,68.7,19.4,99,1.3
123,11,7.46,43.2,24.7,90.5,1.3
123,12,7.24,87.8,23.4,82.2,1.3
123,13,7.41,82.3,12.6,97.1,1.3
123,14,7.12,57.9,7.3,97.3,1.3
123,15,6.93,50.7,20.8,82.3,1.3
123,16,7.47,39.6,8.5,93.3,1.3
123,17,6.85,77.9,11.2,90.2,1.3
123,18,7.04,86.7,8.6,94.5,1.3
123,19,7.43,62.1,21.6,98.5,1.3
123,20,7.17,58.5,21.3,86.8,1.3
123,21,6.98,73.8,30.6,85.2,1.3
123,22,7.28,90.5,33,85.5,1.3
123,23,7.13,51.4,27.4,91.3,1.3
123,24,7.17,87.4,9.8,84,1.3
123,25,6.98,105.6,21,89.8,1.3
123,26,6.72,85.3,26.2,93.8,1.3
123,27,6.71,103.1,12.8,95,1.3
123,28,6.77,63.2,24.8,94.7,1.3
123,29,7.12,68.1,11.3,96.5,1.3
123,30,7.06,41.7,18.3,91.7,1.3
123,31,7.23,108.4,33.5,82.2,1.3
123,32,7.26,58.5,19.8,90.9,1.3
123,33,7.01,78.4,22.5,82.4,1.3
123,34,7.31,95.8,33.1,92.3,1.3
123,35,6.89,66.7,14.2,91.5,1.3
123,36,6.73,107.3,31.8,92.8,1.3
123,37,6.85,79.8,30,91.8,1.3
123,38,6.88,70.9,19.2,90.5,1.3
123,39,7.29,54.8,27.4,88,1.3
123,40,6.91,83.6,7.7,83.8,1.3
123,41,6.74,81,23.1,90.7,1.3
123,42,7.32,79.4,13.4,80.5,1.3
123,43,6.86,105,5.9,95.3,1.3
123,44,7.46,68.3,6.4,96.4,1.3
123,45,6.77,101.2,17.7,86.7,1.3
123,46,7.27,90.8,9.7,97.4,1.3
123,47,6.74,52.3,21.8,85,1.3
123,48,6.96,41.4,18.6,89,1.3
123,49,7.32,50.7,17.8,95.5,1.3
123,50,7.18,74.6,29.5,81,1.3
124,0,7.01,83,12.7,87.1,1.3
124,1,7.45,61.6,19.6,85.4,1.3
124,2,7.41,93.4,21.5,85.3,1.3
124,3,6.76,69.9,21.8,93.1,1.3
124,4,6.86,98,35,83.5,1.3
124,5,6.83,35.6,34.6,90,1.3
124,6,7.34,109.2,29.3,90.5,1.3
124,7,7.31,34.7,32.9,98.9,1.3
124,8,7.5,48.2,7.3,90.8,1.3
124,9,6.85,74.4,14.8,80.2,1.3
124,10,6.7,37,5.2,92.8,1.3
124,11,6.91,33.5,23.8,84.5,1.3
124,12,6.84,100,23.7,90.2,1.3
124,13,7.41,75.9,15.7,83,1.3
124,14,6.98,71.8,9.7,95.2,1.3
124,15,7.44,80.9,29.6,80.2,1.3
124,16,7.41,48.9,23,93.8,1.3
124,17,6.97,73,22.5,96.9,1.3
124,18,6.9,109.8,10.1,83.6,1.3
124,19,7.01,32.9,14.8,85.2,1.3
124,20,6.89,39.3,34.9,82.4,1.3
124,21,7.12,72.5,18.8,87.1,1.3
124,22,7.23,65.8,33.5,87.1,1.3
124,23,7.3,106.9,11.9,90.1,1.3
124,24,6.92,61.6,12.8,97.7,1.3
124,25,7.28,78.2,26.2,84.9,1.3
124,26,7.23,50.8,20.8,91.3,1.3
124,27,6.84,96.1,16.2,88,1.3
124,28,7.21,31.9,6.6,96,1.3
124,29,6.91,56.2,23.9,98.4,1.3
124,30,7.28,71.6,20.7,83.6,1.3
124,31,7.1,47.2,19.8,93.2,1.3
124,32,7.35,74.5,14.2,93.8,1.3
124,33,6.77,31.3,31.9,89.8,1.3
124,34,7.27,43.4,5.3,98,1.3
124,35,6.71,100.1,21.6,92.9,1.3
124,36,6.73,101.1,17.5,80.1,1.3
124,37,7.09,81.9,6.7,91.4,1.3
124,38,6.82,34.9,17.7,82,1.3
124,39,7.47,61.6,15.1,83.6,1.3
124,40,7.25,67.2,8.5,90,1.3
124,41,7.12,70.5,12.4,94.1,1.3
124,42,7.5,39.7,18.5,90.6,1.3
124,43,7.02,38.2,21,94.4,1.3
124,44,7.35,43.3,31.6,82.1,1.3
124,45,7.2,30.5,34.3,83.4,1.3
124,46,7.28,89.7,18.3,82,1.3
124,47,6.86,43,17.9,80.7,1.3
124,48,7.17,82.8,30.1,91.6,1.3
124,49,7.2,109.8,15.6,89.8,1.3
124,50,6.8,104.8,29.8,81.1,1.3
125,0,7.17,60.2,29,92.1,1.3
125,1,6.85,35.4,21.4,81.7,1.3
125,2,6.96,72.6,22.4,84.3,1.3
125,3,6.71,109.7,28.8,93.7,1.3
125,4,7.43,73.6,17.2,90.3,1.3
125,5,6.83,92.5,11.9,88.6,1.3
125,6,7.15,77.9,15.2,92.5,1.3
125,7,7.19,89,11.6,85.9,1.3
125,8,6.94,44.5,16.7,88.2,1.3
125,9,6.75,58.1,10.9,92.4,1.3
125,10,6.99,90.7,29,86.1,1.3
125,11,7.42,34.8,7.6,96.2,1.3
125,12,6.92,77.6,32.8,92.6,1.3
125,13,7.01,40.2,24.3,89.8,1.3
125,14,6.87,87.4,7.3,96.3,1.3
125,15,6.74,39.2,34.6,89.4,1.3
125,16,7.09,99.9,26.8,94.4,1.3
125,17,6.94,64.1,17.2,88.9,1.3
125,18,6.76,95,26.8,84.1,1.3
125,19,6.85,46.1,17.4,80.3,1.3
125,20,7.32,37.4,5.4,87.1,1.3
125,21,7.04,108.7,20.1,97.3,1.3
125,22,6.84,58,22.6,91,1.3
